"sector;Año;Mes;Fecha;Cuenta Corriente;Balance Comercial;Bienes;Servicios;Ingreso primario;Intereses;Utilidades y Dividendos;Ingreso secundario;Capital;Cuenta Financiera;IED (neto);Préstamos financieros, títulos de deuda y líneas de crédito;FAE;Resultado Cambiario Sector;Resultado Cambiario (Incluye Conceptos no informados por el cliente);Conceptos no informados por el cliente"
"Informática;2014;10;201410;35,90020641;35,79929646;-17,21446864;53,0137651;0,08136228;0,006442;0,103295;0,01954767;0,00382451;0,47489428;0,629384;0,242887;-0,10277772;36,3789252;36,3789252;0"
"Informática;2014;11;201411;39,120684;39,15193769;-14,06994909;53,22188678;-0,01767808;0,004449;0;-0,01357561;0,01164959;-0,86382765;1,9352698;-3,007352;0,20825455;38,26850594;38,26850594;0"
"Informática;2014;12;201412;68,00894399;68,00868003;-13,96781368;81,97649371;-0,01921514;-0,000083;0;0,0194791;0,00955104;14,1550265;15,126587;-1,358076;0,4543835;82,17352153;82,17352153;0"
"Informática;2015;1;201501;40,98860814;41,00309921;-17,32995887;58,33305808;-0,01185297;0,005786;0,000038;-0,0026381;0,00655887;-1,23659379;0,199147;-1,518172;0,0763322100000001;39,75857322;39,75857322;0"
"Informática;2015;2;201502;42,86238543;42,79684754;-10,85092662;53,64777416;0,070888;0,075009;0;-0,00535011;0,00928293;0,3035978;1,380917;-1,200578;0,1147688;43,17526616;43,17526616;0"
"Informática;2015;3;201503;44,79971397;44,827169;-13,34039246;58,16756146;-0,0231113;0;0,00039828;-0,00434373;0;0,84673516;2,120913;-1,448209;-0,24266684;45,64644913;45,64644913;0"
"Informática;2015;4;201504;37,02170832;37,0496033;-18,48297959;55,53258289;-0,01856544;0;0,00015;-0,00932954;0;0,06133862;0,91517248;-1,207277;0,32629514;37,08304694;37,08304694;0"
"Informática;2015;5;201505;38,7999328;38,78994467;-16,34116889;55,13111356;-0,00953472;-0,000403;0;0,01952285;0,0034017;4,76029044;6,0223763;-1,62995;0,35856414;43,56362494;43,56362494;0"
"Informática;2015;6;201506;50,62603564;50,63347534;-17,1942354;67,82771074;-0,004257;0,002584;0;-0,0031827;0,00764812;0,28346535;0,17502351;-1,408496;0,29113784;50,91714911;50,91714911;0"
"Informática;2015;7;201507;54,97230899;54,9764051;-20,47296879;75,44937389;-0,00200227;0,003982;0,000165;-0,00209384;0,01034959;-0,19442831;1,69490348;-1,968043;0,06870821;54,78823027;54,78823027;0"
"Informática;2015;8;201508;51,68617625;51,80975557;-13,11911764;64,92887321;-0,15351524;-0,152704;0,00020104;0,02993592;0,00499468;5,14171199;6,65655694;-2,58936;-0,29111195;56,83288292;56,83288292;0"
"Informática;2015;9;201509;57,22777516;57,23538348;-13,84381258;71,07919606;-0,00341134;0;0;-0,00419698;0,00555795;0,60627654;2,58517386;-1,456573;-0,25770732;57,83960965;57,83960965;0"
"Informática;2015;10;201510;37,96298904;37,96905817;-19,56920387;57,53826204;-0,007486;0;0,000178;0,00141687;0,00476893;-0,90691915;0,46054673;-2,073098;0,40726212;37,06083882;37,06083882;0"
"Informática;2015;11;201511;39,492925;39,48233952;-12,14101008;51,6233496;0,01407944;0,018449;0;-0,00349396;0,00708624;-1,39308695;0,202908;-1,980322;0,08972805;38,10692429;38,10692429;0"
"Informática;2015;12;201512;58,2349277;58,26143749;-16,23702484;74,49846233;-0,02128697;0,010428;0;-0,00522282;0,01202061;-11,11158837;4,46149146;-1,92420445;-13,64887538;47,13535994;47,13535994;0"
"Informática;2016;1;201601;67,93437736;67,85294757;-14,456049;82,30899657;0,08257192;0,003964;0,08367387;-0,00114213;0,01916436;-16,30985863;1,8324068;-0,618857;-17,52401443;51,64368309;51,64368309;0"
"Informática;2016;2;201602;52,26263008;52,50183732;-16,00096095;68,50279827;-0,23905848;-0,176035;-0,045752;-0,00014876;0,00887261;-19,62222219;0,8764497;-1,28303906;-19,19213583;32,6492805;32,6492805;0"
"Informática;2016;3;201603;48,30246535;49,21348997;-14,20711318;63,42060315;-0,90706666;0,04745;-0,9426847;-0,00395796;0,02204025;-28,00424083;1,168793;0,283097;-28,11911083;20,32026477;20,32026477;0"
"Informática;2016;4;201604;77,15000946;77,75624792;-14,9768501;92,73309802;-0,60364905;0,033585;-0,621314;-0,00258941;0,00459583;-11,81026661;7,08218119;-1,561777;-16,6100628;65,34433868;65,34433868;0"
"Informática;2016;5;201605;75,30381848;77,56665756;-17,24875771;94,81541527;-2,28228307;-0,076694;-1,689907;0,01944399;0,01428929;-12,87312478;6,03638975;-1,05332623;-16,4198693;62,44498299;62,44498299;0"
"Informática;2016;6;201606;127,05153864;128,59445643;-12,96225149;141,55670792;-1,57943203;0,109899;-1,64814;0,03651424;0;-7,87649725;4,709931;-0,0183119;-8,68737835;119,17504139;119,17504139;0"
"Informática;2016;7;201607;52,77918813;52,66354028;-18,53767378;71,20121406;0,11095185;0,021736;0,106006;0,004696;0,01851684;-20,63135113;0,74850716;0,2803081;-19,66930649;32,16635384;32,16635384;0"
"Informática;2016;8;201608;67,2699761;68,29200957;-15,30225764;83,59426721;-1,02203347;0,402025;-1,328518;0;0;-34,26743443;2,23429993;-0,64976599;-23,12990026;33,00254167;33,00254167;0"
"Informática;2016;9;201609;70,87674715;72,68745879;-13,19222095;85,87967974;-1,81556364;-0,026213;-1,77812464;0,004852;0,0596;-13,53978253;4,273336;-0,48908736;-7,85096871;57,39656462;57,39656462;0"
"Informática;2016;10;201610;102,93060771;103,14100561;-19,99310304;123,13410865;-0,190804;0,031057;-0,208454;-0,0195939;0,21511893;-16,88026535;0,727377;0,82726274;9,59465195;86,26546129;86,26546129;0"
"Informática;2016;11;201611;62,37173769;63,86489883;-25,46232071;89,32721954;-1,4953021;-0,103168;-1,2894389;0,00214096;0;1,90568002;4,888333;-0,75559536;0,650134590000001;64,27741771;64,27741771;0"
"Informática;2016;12;201612;89,12340058;100,51907119;-16,2281166;116,74718779;-11,39740719;-0,151442;-11,19505975;0,00173658;0,39366182;-0,25783691;6,71242761;0,87259233;1,77051352;89,25922549;89,25922549;0"
"Informática;2017;1;201701;98,30530937;100,3061416;-12,30996258;112,61610418;-2,044463;-0,283694;-1,732059;0,04363077;0,04545712;-7,68461413;42,27477754;0,8295326;1,02030372;90,66615236;90,66615236;0"
"Informática;2017;2;201702;59,9372876;60,1778702;-15,54114012;75,71901032;-0,23930898;-0,047145;-0,118972;-0,00127362;0;-1,06027525;2,30363651;4,52172401;7,13277366;58,87701235;58,87701235;0"
"Informática;2017;3;201703;76,98353141;83,27870765;-19,83963625;103,1183439;-6,27306158;-0,00809213;-6,24201145;-0,02211466;0;20,50316513;31,88141404;3,95854082;-0,34143654;97,48669654;97,48669654;0"
"Informática;2017;4;201704;73,99904672;74,48595023;-17,01414525;91,50009548;-0,47390351;-0,053179;-0,320198;-0,013;0,00648;19,25185618;9,58844431;4,46639434;14,33988511;93,2573829;93,2573829;0"
"Informática;2017;5;201705;69,02307984;74,10994068;-21,70407399;95,81401467;-5,08253816;-0,001925;-5,04601816;-0,00432268;0;0,271574979999999;3,247465;1,30693479;2,11267289;69,29465482;69,29465482;0"
"Informática;2017;6;201706;87,0985648;97,02942071;-18,63158629;115,661007;-10,02046074;-0,027158;-9,94238576;0,08960483;0,07496;10,70392962;1,097792;6,29356537;7,61232701;97,87745442;97,87745442;0"
"Informática;2017;7;201707;44,75688256;49,41853048;-22,87452254;72,29305302;-4,69601631;-0,043778;-4,50718707;0,03436839;0;-2,86668623;0,5140628;5,23190716;0,626015689999999;41,89019633;41,89019633;0"
"Informática;2017;8;201708;25,97087837;33,39380318;-22,49013598;55,88393916;-7,36931359;-3,06985301;-4,30730458;-0,05361122;0;-5,97690776;0,407644;0,9519481;5,43463329;19,99397061;19,99397061;0"
"Informática;2017;9;201709;50,23970628;54,04901615;-21,8301626;75,87917875;-3,78919061;-0,186986;-3,51685226;-0,02011926;0;-11,22611492;0,721722;-1,85928696;1,57607773;39,01359136;39,01359136;0"
"Informática;2017;10;201710;29,0292731;30,56380394;-19,48662732;50,05043126;-1,5346546;-0,63850288;-0,812005;0,00012376;0,013388;-16,30276815;0,333484;0,81126608;7,65976698;12,73989295;12,73989295;0"
"Informática;2017;11;201711;38,02411453;38,7452926;-24,4795458;63,2248384;-0,70705568;-0,062247;-0,57974386;-0,01412239;0;5,59126849;0,241214;1,0435326;13,48801459;43,61538302;43,61538302;0"
"Informática;2017;12;201712;68,16361442;73,90626495;-24,24778745;98,1540524;-6,09221529;-0,00411319;-6,034191;0,34956476;0,08618;-38,49825417;1,98049668;6,7917356;8,7353101;29,75154025;29,75154025;0"
"Informática;2018;1;201801;69,30660094;69,45210534;-24,47405957;93,92616491;-0,29461468;0,020231;-0,25733831;0,14911028;-0,272446;19,83205521;0,955161;0,62755244;12,12910936;88,86621015;88,86621015;0"
"Informática;2018;2;201802;20,42320212;20,49133012;-19,15917946;39,65050958;-0,08227143;-0,09573443;0,017;0,01414343;-0,1075137;-14,3914985;1,2553;7,38844;3,10185839;5,92418992;5,92418992;0"
"Informática;2018;3;201803;29,8422596;37,14168437;-15,15155576;52,29324013;-7,75097817;-0,178313;-7,50442098;0,4515534;-0,0025;18,50580573;2,768515;12,12638266;11,63158739;48,34556533;48,34556533;0"
"Informática;2018;4;201804;23,30495202;38,37889357;-17,01752477;55,39641834;-15,76539078;-0,01456088;-15,699884;0,69144923;0,485447;-2,77706869;1,995968;-0,23874864;14,42610664;21,01333033;21,01333033;0"
"Informática;2018;5;201805;-13,28371179;36,45264087;-14,02819296;50,48083383;-49,73178726;-2,175703;-47,492435;-0,0045654;0,021375;-28,00970957;1,213957;2,008864;-30,25258856;-41,27204636;-41,27204636;0"
"Informática;2018;6;201806;-1,29145479999999;38,76413032;-18,2734561;57,03758642;-40,99737214;-0,085721;-40,866448;0,94178702;0,07496;7,36672489;3,165168;2,26817581;-4,43156055;6,15023009000001;6,15023009000001;0"
"Informática;2018;7;201807;23,74769064;33,80843594;-17,33969574;51,14813168;-9,76225248;-0,021396;-9,73303148;-0,29849282;0,03196;-52,27346199;1,51065;2,17972752;-57,15587875;-28,49381135;-28,49381135;0"
"Informática;2018;8;201808;37,95156184;48,5379716;-12,77129075;61,30926235;-10,86001764;-0,296818;-10,54218164;0,27360788;-0,10678;-35,21241418;5,65312776;-1,60943942;-20,87158969;2,63236766;2,63236766;0"
"Informática;2018;9;201809;25,29947319;26,12594322;-7,91497877;34,04092199;-0,56849627;-0,022822;-0,5110448;-0,25797376;-0,015747;-24,16474165;2,575027;-2,96450236;-8,22493981;1,11898454;1,11898454;0"
"Informática;2018;10;201810;43,63662319;44,07921586;-13,29357135;57,37278721;-0,85598393;-0,284096;-0,5110638;0,41339126;0,18486;-0,0812374600000025;3,367405;13,013047;4,1939955;43,74024573;43,74024573;0"
"Informática;2018;11;201811;19,93943332;22,12434224;-13,34919361;35,47353585;-2,18539726;-0,366977;-1,79234774;0,00048834;0,02291;23,68543778;1,270879;-0,1013813;51,11104246;43,6477811;43,6477811;0"
"Informática;2018;12;201812;51,50960514;50,54984357;-15,58285296;66,13269653;-0,21402722;-0,108225;-0,0365861399999999;1,17378879;0,401615;-0,244679219999998;3,139699;-2,7807187;30,39154343;51,66654092;51,66654092;0"
"Informática;2019;1;201901;53,34111554;53,7940376;-17,90490522;71,69894282;-0,4446187;-0,016366;-0,391313;-0,00830336;0,28082434;-6,33848577000001;3,761414;-1,3462497;16,22517828;47,28345411;47,28345411;0"
"Informática;2019;2;201902;28,32447631;29,79582473;-13,4792576;43,27508233;-2,03213974;-0,22776207;-1,788244;0,56079132;2,904294;12,42878016;7,628405;23,98021469;1,15409245;43,65755047;43,65755047;0"
"Informática;2019;3;201903;51,5832577;53,75914772;-13,09745134;66,85659906;-2,22389259;-0,303032;-1,888577;0,04800257;0,367352;-2,11876253;3,252775;-0,5830155;25,29111496;49,83184717;49,83184717;0"
"Informática;2019;4;201904;44,6701762;44,90722586;-10,36082446;55,26805032;-0,93943711;-0,09773773;-0,8015182;0,70238745;0,180837;8,57629248000001;3,917894;10,92522221;8,54651797000001;53,42730568;53,42730568;0"
"Informática;2019;5;201905;41,25879561;42,67405725;-12,75113973;55,42519698;-2,4350884;-0,025928;-2,4089884;1,01982676;0,19878;29,38193397;21,707607;0,3880646;32,44950045;70,83950958;70,83950958;0"
"Informática;2019;6;201906;44,56324001;46,36280848;-3,1645626;49,52737108;-2,25260348;-0,247837;-1,93755233;0,45303501;0,03341;12,88783665;2,783398;10,77338167;33,10278981;57,48448666;57,48448666;0"
"Informática;2019;7;201907;55,78816365;56,92799705;-11,48204011;68,41003716;-1,17506395;-0,006043;-1,153563;0,03523055;0,021705;18,40848636;1,331032;16,95174673;32,4260363;74,21835501;74,21835501;0"
"Informática;2019;8;201908;39,97841968;40,08852432;-5,06053139;45,14905571;-1,08229799;-0,001981;-1,052241;0,97219335;-0,024248;-17,75775703;1,691914;13,45827632;-22,89428817;22,19641465;22,19641465;0"
"Informática;2019;9;201909;73,47921557;74,25679792;-9,31228445;83,56908237;-0,80500465;-0,83587865;0,001365;0,0274223;4,041805;7,39449863;0,746191;-12,62736569;17,46375432;84,9155192;84,9155192;0"
"Informática;2019;10;201910;74,26525187;73,93364884;-22,3658976;96,29954644;0,33346;-0,024628;0,280288;-0,00185697;6,15575;12,466218;2,44895;9,17136546;3,20032654;92,88721987;92,88721987;0"
"Informática;2019;11;201911;121,5309299;120,87994109;-11,15274849;132,03268958;0,455698;0,421031;0;0,19529081;-1,980215;19,53288748;0,755928;4,86464931;4,22057317;139,08360238;139,08360238;0"
"Informática;2019;12;201912;102,54772723;101,97643435;-15,28371244;117,26014679;0,36694303;-0,035445;0,001146;0,20434985;5,569755;14,08340722;6,711568;1,59725286;3,01437936;122,20088945;122,20088945;0"
"Informática;2020;1;202001;110,52100836;109,86206244;-15,35294645;125,21500889;0,305767;-0,013068;0,010328;0,35317892;5,587263;6,6839049;3,172366;-0,99260066;7,25944856;122,79217626;122,79217626;0"
"Informática;2020;2;202002;113,76036583;113,23979409;-16,13962634;129,37942043;0,00737000000000001;-0,022285;0;0,51320174;0;7,93081457;3,952835;0,54839197;0,9106116;121,6911804;121,6911804;0"
"Informática;2020;3;202003;75,10743317;75,03824551;-10,92850326;85,96674877;-0,214215;-0,201931;0;0,28340266;0;5,46652524;3,880288;-1,6175056;1,56923784;80,57395841;80,57395841;0"
"Informática;2020;4;202004;76,58605228;76,54909584;-10,49310555;87,04220139;-0,01536513;-0,04628213;0,029752;0,05232157;0;4,9585183;5,895853;0,556728;1,0839653;81,54457058;81,54457058;0"
"Informática;2020;5;202005;83,52841336;82,32605862;-12,41468714;94,74074576;0,679726;-0,021783;0,697534;0,52262874;0,002496;5,94607792;4,339185;-0,012371;1,33636692;89,47698728;89,47698728;0"
"Informática;2020;6;202006;80,35851225;80,10447197;-23,29918589;103,40365786;-0,247557;-0,404156;0,129535;0,50159728;0,04;10,88274085;10,178535;0,11207683;1,48075702;91,2812531;91,2812531;0"
"Informática;2020;7;202007;75,02314158;74,9324311;-18,63111452;93,56354562;-0,10763348;-0,278226;0,174318;0,19834396;0;1,75278132;2,658993;-1,7096792;0,14601052;76,7759229;76,7759229;0"
"Informática;2020;8;202008;57,96202511;58,66725019;-21,56809006;80,23534025;-0,65325211;-0,741417;0,098135;-0,05197297;0;3,01226212;1,78696728;1,71927161;0,58730223;60,97428723;60,97428723;0"
"Informática;2020;9;202009;48,71738233;48,40995473;-21,21011932;69,62007405;0,446058;0,015021;0,443177;-0,1386304;0;1,21839941;1,02652445;-1,67983731;7,00775576;49,93578174;49,93578174;0"
"Informática;2020;10;202010;42,15847095;45,21034031;-19,08959939;64,2999397;-3,120487;-3,25658;0,147002;0,06861764;0;-12,55610005;2,33061;-13,53426347;0,50013242;29,6023709;29,6023709;0"
"Informática;2020;11;202011;90,08847021;90,07112075;-16,49874689;106,56986764;-0,034588;-0,16867;0,104032;0,05193746;0;1,4485834;1,706345;-1,89319039;0,89988579;91,53705361;91,53705361;0"
"Informática;2020;12;202012;69,33182817;69,08631964;-16,17879815;85,26511779;-0,172811;-0,226671;0,05386;0,41831953;0,49992;2,12628169;4,109429;-1,16550472;1,59316241;71,95802986;71,95802986;0"
"Informática;2021;1;202101;107,62113601;105,73236967;-19,54867659;125,28104626;0,362933;0,149994;0,213502;1,52583334;1,29979;9,58988629;14,22467759;-1,9020563;14,497605;118,5108123;118,5108123;0"
"Informática;2021;2;202102;113,66524636;110,44085806;-9,20699602;119,64785408;1,639712;-0,05285;1,6935;1,5846763;0,24987;-0,741915099999999;2,48647749;-0,788246;0,80681541;113,17320126;113,17320126;0"
"Informática;2021;3;202103;65,93640227;65,25790018;-17,63333919;82,89123937;0,176566;-0,11653;0,294971;0,50193609;0,87992;0,66817289;4,4746562;-1,434207;2,04561469;67,48449516;67,48449516;0"
"Informática;2021;4;202104;79,12374974;77,99428536;-16,38362799;94,37791335;0,222981;-0,062431;0,285412;0,90648338;0,149935;1,41042047;6,599475;-0,87175654;1,63003501;80,68410521;80,68410521;0"
"Informática;2021;5;202105;171,89522126;171,77239957;-15,31442077;187,08682034;0,201692;-0,079721;0,281413;-0,07887031;0;0,52211035;2,04779543;-1,15131519;0,48232211;172,41733161;172,41733161;0"
"Informática;2021;6;202106;107,26614701;106,42081244;-14,5613228;120,98213524;0,154405;-0,061086;0,215491;0,69092957;0;1,01661513;2,033453;0,70429717;0,44081696;108,28276214;108,28276214;0"
"Informática;2021;7;202107;109,29604581;108,88541554;-14,49341567;123,37883121;0,1795931;-0,047335;0,2269281;0,23103717;0,000094;2,63194437;9,9646162;3,16337118;0,57242299;111,92808418;111,92808418;0"
"Informática;2021;8;202108;97,86768474;97,78412638;-19,40434998;117,18847636;0,197128;-0,033372;0,2305;-0,11356964;0;3,22327402;4,630273;-1,323129;1,43890802;101,09095876;101,09095876;0"
"Informática;2021;9;202109;60,98538801;60,70046238;-25,53623124;86,23669362;0,208582;-0,047508;0,25609;0,07634363;0;7,04586869;2,569372;3,7696472;2,40996549;68,0312567;68,0312567;0"
"Informática;2021;10;202110;62,79934656;62,62101946;-13,54651284;76,1675323;0,307847;-0,001424;0,300533;-0,1295199;0,499935;-0,46048416;7,4077066;-1,18339657;1,05208981;62,8387974;62,8387974;0"
"Informática;2021;11;202111;49,45267603;48,05230739;-26,36456958;74,41687697;0,23182;-0,006135;0,237955;1,16854864;0,499935;2,40453602;4,159206;-0,8787;1,29494602;52,35714705;52,35714705;0"
"Informática;2021;12;202112;69,12308714;69,03332649;-30,19930202;99,23262851;-0,10973266;-0,252589;0,1465;0,19949331;1,499815;-1,25313927;2,71748023;1,32430523;1,10407727;69,36976287;69,36976287;0"
"Informática;2022;1;202201;84,95077297;84,27552743;-26,57956116;110,85508859;0,20998008;-0,018204;0,232012;0,46526546;0;3,22699748;10,79424898;-0,00371599999999985;29,2176445;88,17777045;88,17777045;0"
"Informática;2022;2;202202;59,19005683;56,80403091;-24,80154945;81,60558036;-0,99554424;-1,281576;0,28967;3,38157016;0;0,570232859999996;23,3857049;-2,5794388;1,38250876;59,76028969;59,76028969;0"
"Informática;2022;3;202203;85,4852589;84,87176624;-22,85586494;107,72763118;0,3688419;-0,092768;0,46338;0,24465076;1,248752;-1,32887292;6,18500164;-1,22605206;2,6363195;85,40513798;85,40513798;0"
"Informática;2022;4;202204;73,90445579;70,68789453;-19,42850566;90,11640019;0,45673632;-0,000296;0,45867;2,75982494;0;5,81917522;13,47185636;-1,35748866;1,26068752;79,72363101;79,72363101;0"
"Informática;2022;5;202205;91,79769251;87,58541051;-20,58771477;108,17312528;0,252882;-0,005666;0,258548;3,9594;0;0,618431580000004;24,26485776;10,829344;1,81457782;92,41612409;92,41612409;0"
"Informática;2022;6;202206;113,42435227;113,55733683;-15,17302792;128,73036475;0,430833;-0,0608751;0,493338;-0,56381756;0;-2,07961054;7,543868;-3,000828;1,84693746;111,34474173;111,34474173;0"
"Informática;2022;7;202207;95,32673357;94,78202549;-18,29462862;113,07665411;0,74556426;0,00649254;0,74448872;-0,20085618;0;-4,68002958;15,98948574;-4,9852648;1,91862748;90,64670399;90,64670399;0"
"Informática;2022;8;202208;50,93365974;51,30130488;-24,61288663;75,91419151;0,038669;-0,189726;0,235264;-0,40631414;0;-1,4242362;14,57448382;6,0279409;0,51741508;49,50942354;49,50942354;0"
"Informática;2022;9;202209;79,95290585;79,79194505;-18,62930681;98,42125186;0,11604972;-0,14265;0,26184;0,04491108;0;-3,6697636;5,95836108;-3,526578;1,16537532;76,28314225;76,28314225;0"
"Informática;2022;10;202210;130,37991924;129,9868875;-9,84662923;139,83351673;0,34093552;0;0,343868;0,05209622;0;-7,53649714;5,41207716;-6,128216;1,3758777;122,8434221;122,8434221;0"
"Informática;2022;11;202211;82,95282829;83,14391601;-26,7637774;109,90769341;-0,352636;-0,789556;0,43692;0,16154828;0;-2,85314114;4,254966;6,08716788;1,24036698;80,09968715;80,09968715;0"
"Informática;2022;12;202212;154,38786415;154,65130621;-10,00901906;164,66032527;-0,55224806;-1,151468;0,545516;0,288806;0;-1,52989416;9,02407354;1,610926;1,0929963;152,85796999;152,85796999;0"
"Informática;2023;1;202301;111,27394254;111,27083013;-12,86396954;124,13479967;0,068526;-0,003873;0,072399;-0,06541359;0;-0,445825700000002;3,89512969;-0,443141;15,46245361;110,82811684;110,82811684;0"
"Maquinarias y Equipos;2003;1;200301;-17,891001;-14,902581;-13,227258;-1,675323;-3,017496;-1,997561;-1,019935;0,029076;0;-9,691771;0,5345;-5,107776;-5,488413;-27,582772;-27,582772;0"
"Maquinarias y Equipos;2003;2;200302;-23,920743897;-19,6313440853;-22,6263020621;2,9949579768;-4,2890284617;-4,3110284617;0;-0,00037135;0;-3,6128214358;0,069;0,546466;-4,1462544358;-27,5335653328;-27,5335653328;0"
"Maquinarias y Equipos;2003;3;200303;-22,7832077316;-15,0976478316;-14,3840262206;-0,713621611;-7,688821;-1,222429;-6,466392;0,0032611;0;-4,1653451203;0,50054136;-1,681487;-3,4227374803;-26,9485528519;-26,9485528519;0"
"Maquinarias y Equipos;2003;4;200304;-26,1977647061;-22,2463875737;-21,4390543996;-0,8073331741;-3,9494781324;-0,7494781324;-3,2;-0,001899;0;-5,512700275;0,091679;-4,56005;-2,143464275;-31,7104649811;-31,7104649811;0"
"Maquinarias y Equipos;2003;5;200305;-22,7206685232;-19,0232355232;-15,6716263262;-3,351609197;-3,696683;-0,661683;-3,035;-0,00075;0;1,4059455105;0,092937;6,372438;-5,2614474895;-21,3147230127;-21,3147230127;0"
"Maquinarias y Equipos;2003;6;200306;-31,3539005311;-29,0450382347;-29,4951648737;0,450126639;-2,3091692964;-1,2866422964;-1,022527;0,000307;0;-6,7885215371;0,2517203753;-2,98254;-4,8342899124;-38,1424220682;-38,1424220682;0"
"Maquinarias y Equipos;2003;7;200307;-42,5600432137;-39,4859479595;-37,6301597245;-1,855788235;-3,0838782542;-0,7583652542;-2,325513;0,009783;0;-11,3851651253;0,554723;-9,670296566;-2,7034225593;-53,945208339;-53,945208339;0"
"Maquinarias y Equipos;2003;8;200308;-41,8351206448;-41,4611223233;-39,308411207;-2,1527111163;-0,415111;0,034889;-0,45;0,0411126785;0;-4,6019352121;0,036251;-3,27319;-1,6702022121;-46,4370558569;-46,4370558569;0"
"Maquinarias y Equipos;2003;9;200309;-42,152556796;-42,108171796;-39,7864574352;-2,3217143608;-0,896831;-0,457309;-0,439522;0,852446;0;-8,8185814114;0,608391;-8,936278;-1,4863864114;-50,9711382074;-50,9711382074;0"
"Maquinarias y Equipos;2003;10;200310;-48,8311055474;-45,5596070821;-44,0645739778;-1,4950331043;-3,2714984653;-0,5805267593;-2,690971706;0;0;-2,0412314785;0,5687004;-6,989887;3,2842451215;-50,8723370259;-50,8723370259;0"
"Maquinarias y Equipos;2003;11;200311;-46,3795441556;-41,8260885356;-40,239110422;-1,5869781136;-4,55345562;-4,54520762;-0,008248;0;0;-8,5411816135;0,616076;-8,732962;-1,6188222135;-54,9207257691;-54,9207257691;0"
"Maquinarias y Equipos;2003;12;200312;-58,4573965736;-55,7576542132;-56,1933704005;0,4357161873;-2,7174423604;-0,9733653604;-1,74998;0,0177;0;4,8768223525;0,2485956111;-1,2201898016;4,560698543;-53,5805742211;-53,5805742211;0"
"Maquinarias y Equipos;2004;1;200401;-57,7202435406;-56,8446399836;-55,4932807715;-1,3513592121;-0,890632557;-1,209979557;0,319347;0,015029;0;2,5564076028;0,5252892893;2,428576;-3,0679266865;-55,1638359378;-55,1638359378;0"
"Maquinarias y Equipos;2004;2;200402;-57,8133617242;-54,7378467242;-56,855667736;2,1178210118;-3,068815;-0,44876;-2,620055;-0,0067;0;-5,2979879348;0,3900148006;-2,1765120985;-5,0908581281;-63,111349659;-63,111349659;0"
"Maquinarias y Equipos;2004;3;200403;-78,6652469569;-78,7408148998;-74,2877291177;-4,4530857821;0,0375131323999999;-0,340798572;0,3893117044;0,0380548105;0;-3,7957859293;0,1937825;-1,916076;-5,6597434293;-82,4610328862;-82,4610328862;0"
"Maquinarias y Equipos;2004;4;200404;-86,0194974988;-79,2294534988;-77,4446088731;-1,7848446257;-6,791234;-0,280407;-6,935327;0,00119;0;2,1539079532;0,8473794552;-0,686457;-1,932369502;-83,8655895456;-83,8655895456;0"
"Maquinarias y Equipos;2004;5;200405;-66,5800402356;-66,4559180065;-64,9694309512;-1,4864870553;-0,1457802291;-0,6552512291;0,346321;0,021658;0;0,0244349117999983;0,6679312073;-0,157054;-3,2294332955;-66,5556053238;-66,5556053238;0"
"Maquinarias y Equipos;2004;6;200406;-83,0508924783;-79,4928364023;-78,0652378256;-1,4275985767;-3,558056076;-3,520117076;-0,03;0;0;-8,9135141028;0,2843945453;-2,407076416;-9,1855270121;-91,9644065811;-91,9644065811;0"
"Maquinarias y Equipos;2004;7;200407;-76,6403479308;-75,5391337765;-73,8925826439;-1,6465511326;-1,0941461543;-0,7815531543;-0,308248;-0,007068;0;-22,6833114653;0,2056666;-19,3779414;-4,8188513753;-99,3236593961;-99,3236593961;0"
"Maquinarias y Equipos;2004;8;200408;-67,725122066;-67,877361598;-66,7565384467;-1,1208231513;0,152239532;-0,12535794;0,2702;0;0;-2,0808843549;0,6320601282;-0,0559581815999999;-3,4309733015;-69,8060064209;-69,8060064209;0"
"Maquinarias y Equipos;2004;9;200409;-83,9036598679;-84,1723791279;-82,569797386;-1,6025817419;0,26518026;-0,27913874;0,556309;0,003539;0;-6,536663724;0,4559306489;-4,0952281968;-4,1513742641;-90,4403235919;-90,4403235919;0"
"Maquinarias y Equipos;2004;10;200410;-76,2252131522;-76,2584655842;-76,6778683457;0,419402761499999;0,032433432;-0,764221824;0,793968;0,000819;0;0,462330579300001;0,416146812;-1,0160400324;0,5985887997;-75,7628825729;-75,7628825729;0"
"Maquinarias y Equipos;2004;11;200411;-85,0085721275;-83,5144332716;-81,4182483102;-2,0961849614;-1,4970828559;-1,0913890726;-0,3974457833;0,002944;0;-0,148925454300001;0,5218998615;-8,1821212168;4,987183901;-85,1574975818;-85,1574975818;0"
"Maquinarias y Equipos;2004;12;200412;-69,3281986216;-69,9945616372;-79,7458522219;9,7512905847;0,6676968296;0,3027077706;0,373679059;-0,001333814;0;-6,2699931368;0,4979671173;-9,2690033644;1,6783391103;-75,5981917584;-75,5981917584;0"
"Maquinarias y Equipos;2005;1;200501;-97,811482865;-88,220331779;-89,7784900848;1,5581583058;-9,591151086;-0,294363;-9,297432;0;0;0,6131376686;0,86740658;-3,821086;2,3839150886;-97,1983451964;-97,1983451964;0"
